task,model,correction,semantic_similarity
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.5544503
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.5328872
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.5041002
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.53086793
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.49909756
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.5011788
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.59133595
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.56880766
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.52589905
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.5755137
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,voting,0.57208604
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.55297315
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.63942
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.6608285
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.56739146
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.6299181
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.3467194
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.6207554
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.66362965
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.6423048
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.6117457
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.4384615
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.42926884
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.6640007
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.58997464
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.5959548
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.53463495
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.5951133
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.6652532
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.6070621
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.43155792
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.53718156
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.64188397
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.60529923
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.53668964
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.6477559
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.5978577
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.6143558
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.56404865
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.48529673
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.5839193
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.5719894
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.62040293
procedural,huggingface/tiiuae/falcon-7b-instruct,voting,0.64175326
procedural,lambda/lambda-llama2-13b,voting,0.54883265
procedural,lambda/lambda-llama2-13b,voting,0.5994916
procedural,lambda/lambda-llama2-13b,voting,0.6782142
procedural,lambda/lambda-llama2-13b,voting,0.539016
procedural,lambda/lambda-llama2-13b,voting,0.6559887
procedural,lambda/lambda-llama2-13b,voting,0.43459862
procedural,lambda/lambda-llama2-13b,voting,0.5865077
procedural,lambda/lambda-llama2-13b,voting,0.6786478
procedural,lambda/lambda-llama2-13b,voting,0.7179231
procedural,lambda/lambda-llama2-13b,voting,0.5995755
procedural,lambda/lambda-llama2-13b,voting,0.43810275
procedural,lambda/lambda-llama2-13b,voting,0.46536267
procedural,lambda/lambda-llama2-13b,voting,0.6860813
procedural,lambda/lambda-llama2-13b,voting,0.6292403
procedural,lambda/lambda-llama2-13b,voting,0.5710964
procedural,lambda/lambda-llama2-13b,voting,0.53309333
procedural,lambda/lambda-llama2-13b,voting,0.6051262
procedural,lambda/lambda-llama2-13b,voting,0.55527693
procedural,lambda/lambda-llama2-13b,voting,0.6142187
procedural,lambda/lambda-llama2-13b,voting,0.41971242
procedural,lambda/lambda-llama2-13b,voting,0.43384242
procedural,lambda/lambda-llama2-13b,voting,0.63635564
procedural,lambda/lambda-llama2-13b,voting,0.56761044
procedural,lambda/lambda-llama2-13b,voting,0.5696987
procedural,lambda/lambda-llama2-13b,voting,0.5825894
procedural,lambda/lambda-llama2-13b,voting,0.59312487
procedural,lambda/lambda-llama2-13b,voting,0.55144346
procedural,lambda/lambda-llama2-13b,voting,0.49992016
procedural,lambda/lambda-llama2-13b,voting,0.618183
procedural,lambda/lambda-llama2-13b,voting,0.5703269
procedural,lambda/lambda-llama2-13b,voting,0.54086924
procedural,lambda/lambda-llama2-13b,voting,0.69051677
procedural,lambda/lambda-llama2-13b,voting,0.5946448
procedural,groq/llama3-70b,voting,0.58935386
procedural,groq/llama3-70b,voting,0.66231465
procedural,groq/llama3-70b,voting,0.7091139
procedural,groq/llama3-70b,voting,0.59063524
procedural,groq/llama3-70b,voting,0.6888721
procedural,groq/llama3-70b,voting,0.456268
procedural,groq/llama3-70b,voting,0.6720092
procedural,groq/llama3-70b,voting,0.7280632
procedural,groq/llama3-70b,voting,0.7375578
procedural,groq/llama3-70b,voting,0.63990843
procedural,groq/llama3-70b,voting,0.59807706
procedural,groq/llama3-70b,voting,0.52078176
procedural,groq/llama3-70b,voting,0.69630814
procedural,groq/llama3-70b,voting,0.6494101
procedural,groq/llama3-70b,voting,0.65126127
procedural,groq/llama3-70b,voting,0.56660956
procedural,groq/llama3-70b,voting,0.618114
procedural,groq/llama3-70b,voting,0.7004734
procedural,groq/llama3-70b,voting,0.6558181
procedural,groq/llama3-70b,voting,0.48684022
procedural,groq/llama3-70b,voting,0.5044002
procedural,groq/llama3-70b,voting,0.6440444
procedural,groq/llama3-70b,voting,0.62659204
procedural,groq/llama3-70b,voting,0.63149154
procedural,groq/llama3-70b,voting,0.6784096
procedural,groq/llama3-70b,voting,0.6393623
procedural,groq/llama3-70b,voting,0.6391244
procedural,groq/llama3-70b,voting,0.526013
procedural,groq/llama3-70b,voting,0.63617074
procedural,groq/llama3-70b,voting,0.62386334
procedural,groq/llama3-70b,voting,0.6464808
procedural,groq/llama3-70b,voting,0.6940733
procedural,groq/llama3-70b,voting,0.62849617
procedural,gemini/gemini-pro,voting,0.7389692
procedural,gemini/gemini-pro,voting,0.7067152
procedural,gemini/gemini-pro,voting,0.768427
procedural,gemini/gemini-pro,voting,0.6808353
procedural,gemini/gemini-pro,voting,0.7410686
procedural,gemini/gemini-pro,voting,0.42625892
procedural,gemini/gemini-pro,voting,0.7274606
procedural,gemini/gemini-pro,voting,0.7209139
procedural,gemini/gemini-pro,voting,0.79014397
procedural,gemini/gemini-pro,voting,0.65643847
procedural,gemini/gemini-pro,voting,0.6245642
procedural,gemini/gemini-pro,voting,0.54895777
procedural,gemini/gemini-pro,voting,0.6935132
procedural,gemini/gemini-pro,voting,0.65194666
procedural,gemini/gemini-pro,voting,0.67321193
procedural,gemini/gemini-pro,voting,0.5985404
procedural,gemini/gemini-pro,voting,0.6948244
procedural,gemini/gemini-pro,voting,0.6658187
procedural,gemini/gemini-pro,voting,0.7636137
procedural,gemini/gemini-pro,voting,0.60612565
procedural,gemini/gemini-pro,voting,0.60693085
procedural,gemini/gemini-pro,voting,0.700522
procedural,gemini/gemini-pro,voting,0.66169673
procedural,gemini/gemini-pro,voting,0.5914353
procedural,gemini/gemini-pro,voting,0.71288645
procedural,gemini/gemini-pro,voting,0.7197094
procedural,gemini/gemini-pro,voting,0.63384056
procedural,gemini/gemini-pro,voting,0.6311196
procedural,gemini/gemini-pro,voting,0.55102193
procedural,gemini/gemini-pro,voting,0.6714207
procedural,gemini/gemini-pro,voting,0.6331491
procedural,gemini/gemini-pro,voting,0.7036033
procedural,gemini/gemini-pro,voting,0.7135999
procedural,mistral/mistral-small,voting,0.68687093
procedural,mistral/mistral-small,voting,0.7668915
procedural,mistral/mistral-small,voting,0.79393214
procedural,mistral/mistral-small,voting,0.6772684
procedural,mistral/mistral-small,voting,0.737388
procedural,mistral/mistral-small,voting,0.4297806
procedural,mistral/mistral-small,voting,0.75914145
procedural,mistral/mistral-small,voting,0.7771699
procedural,mistral/mistral-small,voting,0.8220664
procedural,mistral/mistral-small,voting,0.6820339
procedural,mistral/mistral-small,voting,0.64453006
procedural,mistral/mistral-small,voting,0.5474434
procedural,mistral/mistral-small,voting,0.7476071
procedural,mistral/mistral-small,voting,0.6514124
procedural,mistral/mistral-small,voting,0.7456834
procedural,mistral/mistral-small,voting,0.65497077
procedural,mistral/mistral-small,voting,0.7035934
procedural,mistral/mistral-small,voting,0.72599196
procedural,mistral/mistral-small,voting,0.7384171
procedural,mistral/mistral-small,voting,0.58600867
procedural,mistral/mistral-small,voting,0.55220777
procedural,mistral/mistral-small,voting,0.7015127
procedural,mistral/mistral-small,voting,0.66430527
procedural,mistral/mistral-small,voting,0.6374048
procedural,mistral/mistral-small,voting,0.7596415
procedural,mistral/mistral-small,voting,0.72161245
procedural,mistral/mistral-small,voting,0.6358242
procedural,mistral/mistral-small,voting,0.63381016
procedural,mistral/mistral-small,voting,0.6181066
procedural,mistral/mistral-small,voting,0.68962365
procedural,mistral/mistral-small,voting,0.64841396
procedural,mistral/mistral-small,voting,0.7434215
procedural,mistral/mistral-small,voting,0.6939662
procedural,mistral/mistral-medium,voting,0.67836463
procedural,mistral/mistral-medium,voting,0.7659873
procedural,mistral/mistral-medium,voting,0.78130686
procedural,mistral/mistral-medium,voting,0.6763389
procedural,mistral/mistral-medium,voting,0.71115565
procedural,mistral/mistral-medium,voting,0.38976064
procedural,mistral/mistral-medium,voting,0.7449217
procedural,mistral/mistral-medium,voting,0.762116
procedural,mistral/mistral-medium,voting,0.81841826
procedural,mistral/mistral-medium,voting,0.6703954
procedural,mistral/mistral-medium,voting,0.6493902
procedural,mistral/mistral-medium,voting,0.52991617
procedural,mistral/mistral-medium,voting,0.7413967
procedural,mistral/mistral-medium,voting,0.62947965
procedural,mistral/mistral-medium,voting,0.75444835
procedural,mistral/mistral-medium,voting,0.6430423
procedural,mistral/mistral-medium,voting,0.68521255
procedural,mistral/mistral-medium,voting,0.7141041
procedural,mistral/mistral-medium,voting,0.7195222
procedural,mistral/mistral-medium,voting,0.5634137
procedural,mistral/mistral-medium,voting,0.5096415
procedural,mistral/mistral-medium,voting,0.68672556
procedural,mistral/mistral-medium,voting,0.6538806
procedural,mistral/mistral-medium,voting,0.63189864
procedural,mistral/mistral-medium,voting,0.74949884
procedural,mistral/mistral-medium,voting,0.68445146
procedural,mistral/mistral-medium,voting,0.63256913
procedural,mistral/mistral-medium,voting,0.57688224
procedural,mistral/mistral-medium,voting,0.5992499
procedural,mistral/mistral-medium,voting,0.6343349
procedural,mistral/mistral-medium,voting,0.65882874
procedural,mistral/mistral-medium,voting,0.736551
procedural,mistral/mistral-medium,voting,0.6631065
procedural,openai/gpt-3.5-turbo,backcheck,0.9917034
procedural,openai/gpt-3.5-turbo,backcheck,0.9838452
procedural,openai/gpt-3.5-turbo,backcheck,0.9809723
procedural,openai/gpt-3.5-turbo,backcheck,0.98528093
procedural,openai/gpt-3.5-turbo,backcheck,0.97847414
procedural,openai/gpt-3.5-turbo,backcheck,0.9737892
procedural,openai/gpt-3.5-turbo,backcheck,0.9850239
procedural,openai/gpt-3.5-turbo,backcheck,0.988329
procedural,openai/gpt-3.5-turbo,backcheck,0.98957956
procedural,openai/gpt-3.5-turbo,backcheck,0.9562302
procedural,openai/gpt-3.5-turbo,backcheck,0.97783065
procedural,openai/gpt-3.5-turbo,backcheck,0.94536245
procedural,openai/gpt-3.5-turbo,backcheck,0.9659855
procedural,openai/gpt-3.5-turbo,backcheck,0.94470334
procedural,openai/gpt-3.5-turbo,backcheck,0.98897827
procedural,openai/gpt-3.5-turbo,backcheck,0.95171285
procedural,openai/gpt-3.5-turbo,backcheck,0.983737
procedural,openai/gpt-3.5-turbo,backcheck,0.95207655
procedural,openai/gpt-3.5-turbo,backcheck,0.9907869
procedural,openai/gpt-3.5-turbo,backcheck,0.9701432
procedural,openai/gpt-3.5-turbo,backcheck,0.9661976
procedural,openai/gpt-3.5-turbo,backcheck,0.94806784
procedural,openai/gpt-3.5-turbo,backcheck,0.9756217
procedural,openai/gpt-3.5-turbo,backcheck,0.9749108
procedural,openai/gpt-3.5-turbo,backcheck,0.98779243
procedural,openai/gpt-3.5-turbo,backcheck,0.9447858
procedural,openai/gpt-3.5-turbo,backcheck,0.96540314
procedural,openai/gpt-3.5-turbo,backcheck,0.92193604
procedural,openai/gpt-3.5-turbo,backcheck,0.95723027
procedural,openai/gpt-3.5-turbo,backcheck,0.97808325
procedural,openai/gpt-3.5-turbo,backcheck,0.93079966
procedural,openai/gpt-3.5-turbo,backcheck,0.9673849
procedural,openai/gpt-3.5-turbo,backcheck,0.96309054
procedural,openai/gpt-4,backcheck,0.9917034
procedural,openai/gpt-4,backcheck,0.9838452
procedural,openai/gpt-4,backcheck,0.9809723
procedural,openai/gpt-4,backcheck,0.98528093
procedural,openai/gpt-4,backcheck,0.97847414
procedural,openai/gpt-4,backcheck,0.9737892
procedural,openai/gpt-4,backcheck,0.9850239
procedural,openai/gpt-4,backcheck,0.988329
procedural,openai/gpt-4,backcheck,0.98957956
procedural,openai/gpt-4,backcheck,0.9562302
procedural,openai/gpt-4,backcheck,0.97783065
procedural,openai/gpt-4,backcheck,0.94536245
procedural,openai/gpt-4,backcheck,0.9659855
procedural,openai/gpt-4,backcheck,0.94470334
procedural,openai/gpt-4,backcheck,0.98897827
procedural,openai/gpt-4,backcheck,0.95171285
procedural,openai/gpt-4,backcheck,0.983737
procedural,openai/gpt-4,backcheck,0.95207655
procedural,openai/gpt-4,backcheck,0.9907869
procedural,openai/gpt-4,backcheck,0.9701432
procedural,openai/gpt-4,backcheck,0.9661976
procedural,openai/gpt-4,backcheck,0.94806784
procedural,openai/gpt-4,backcheck,0.9756217
procedural,openai/gpt-4,backcheck,0.9749108
procedural,openai/gpt-4,backcheck,0.98779243
procedural,openai/gpt-4,backcheck,0.9447858
procedural,openai/gpt-4,backcheck,0.96540314
procedural,openai/gpt-4,backcheck,0.92193604
procedural,openai/gpt-4,backcheck,0.95723027
procedural,openai/gpt-4,backcheck,0.97808325
procedural,openai/gpt-4,backcheck,0.93079966
procedural,openai/gpt-4,backcheck,0.9673849
procedural,openai/gpt-4,backcheck,0.96309054
procedural,openai/gpt-4o,backcheck,0.9917034
procedural,openai/gpt-4o,backcheck,0.9838452
procedural,openai/gpt-4o,backcheck,0.9809723
procedural,openai/gpt-4o,backcheck,0.98528093
procedural,openai/gpt-4o,backcheck,0.97847414
procedural,openai/gpt-4o,backcheck,0.9737892
procedural,openai/gpt-4o,backcheck,0.9850239
procedural,openai/gpt-4o,backcheck,0.988329
procedural,openai/gpt-4o,backcheck,0.98957956
procedural,openai/gpt-4o,backcheck,0.9562302
procedural,openai/gpt-4o,backcheck,0.97783065
procedural,openai/gpt-4o,backcheck,0.94536245
procedural,openai/gpt-4o,backcheck,0.9659855
procedural,openai/gpt-4o,backcheck,0.94470334
procedural,openai/gpt-4o,backcheck,0.98897827
procedural,openai/gpt-4o,backcheck,0.95171285
procedural,openai/gpt-4o,backcheck,0.983737
procedural,openai/gpt-4o,backcheck,0.95207655
procedural,openai/gpt-4o,backcheck,0.9907869
procedural,openai/gpt-4o,backcheck,0.9701432
procedural,openai/gpt-4o,backcheck,0.9661976
procedural,openai/gpt-4o,backcheck,0.94806784
procedural,openai/gpt-4o,backcheck,0.9756217
procedural,openai/gpt-4o,backcheck,0.9749108
procedural,openai/gpt-4o,backcheck,0.98779243
procedural,openai/gpt-4o,backcheck,0.9447858
procedural,openai/gpt-4o,backcheck,0.96540314
procedural,openai/gpt-4o,backcheck,0.92193604
procedural,openai/gpt-4o,backcheck,0.95723027
procedural,openai/gpt-4o,backcheck,0.97808325
procedural,openai/gpt-4o,backcheck,0.93079966
procedural,openai/gpt-4o,backcheck,0.9673849
procedural,openai/gpt-4o,backcheck,0.96309054
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9917034
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9838452
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9809723
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.98528093
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.97847414
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9737892
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9850239
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.988329
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.98957956
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9562302
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.97783065
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.94536245
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9659855
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.94470334
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.98897827
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.95171285
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.983737
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.95207655
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9907869
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9701432
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9661976
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.94806784
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9756217
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9749108
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.98779243
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9447858
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.96540314
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.92193604
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.95723027
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.97808325
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.93079966
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.9673849
procedural,huggingface/meta-llama/Llama-2-7b-chat-hf,backcheck,0.96309054
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9917034
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9838452
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9809723
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.98528093
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.97847414
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9737892
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9850239
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.988329
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.98957956
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9562302
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.97783065
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.94536245
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9659855
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.94470334
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.98897827
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.95171285
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.983737
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.95207655
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9907869
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9701432
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9661976
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.94806784
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9756217
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9749108
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.98779243
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9447858
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.96540314
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.92193604
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.95723027
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.97808325
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.93079966
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.9673849
procedural,huggingface/tiiuae/falcon-7b-instruct,backcheck,0.96309054
procedural,lambda/lambda-llama2-13b,backcheck,0.9917034
procedural,lambda/lambda-llama2-13b,backcheck,0.9838452
procedural,lambda/lambda-llama2-13b,backcheck,0.9809723
procedural,lambda/lambda-llama2-13b,backcheck,0.98528093
procedural,lambda/lambda-llama2-13b,backcheck,0.97847414
procedural,lambda/lambda-llama2-13b,backcheck,0.9737892
procedural,lambda/lambda-llama2-13b,backcheck,0.9850239
procedural,lambda/lambda-llama2-13b,backcheck,0.988329
procedural,lambda/lambda-llama2-13b,backcheck,0.98957956
procedural,lambda/lambda-llama2-13b,backcheck,0.9562302
procedural,lambda/lambda-llama2-13b,backcheck,0.97783065
procedural,lambda/lambda-llama2-13b,backcheck,0.94536245
procedural,lambda/lambda-llama2-13b,backcheck,0.9659855
procedural,lambda/lambda-llama2-13b,backcheck,0.94470334
procedural,lambda/lambda-llama2-13b,backcheck,0.98897827
procedural,lambda/lambda-llama2-13b,backcheck,0.95171285
procedural,lambda/lambda-llama2-13b,backcheck,0.983737
procedural,lambda/lambda-llama2-13b,backcheck,0.95207655
procedural,lambda/lambda-llama2-13b,backcheck,0.9907869
procedural,lambda/lambda-llama2-13b,backcheck,0.9701432
procedural,lambda/lambda-llama2-13b,backcheck,0.9661976
procedural,lambda/lambda-llama2-13b,backcheck,0.94806784
procedural,lambda/lambda-llama2-13b,backcheck,0.9756217
procedural,lambda/lambda-llama2-13b,backcheck,0.9749108
procedural,lambda/lambda-llama2-13b,backcheck,0.98779243
procedural,lambda/lambda-llama2-13b,backcheck,0.9447858
procedural,lambda/lambda-llama2-13b,backcheck,0.96540314
procedural,lambda/lambda-llama2-13b,backcheck,0.92193604
procedural,lambda/lambda-llama2-13b,backcheck,0.95723027
procedural,lambda/lambda-llama2-13b,backcheck,0.97808325
procedural,lambda/lambda-llama2-13b,backcheck,0.93079966
procedural,lambda/lambda-llama2-13b,backcheck,0.9673849
procedural,lambda/lambda-llama2-13b,backcheck,0.96309054
procedural,groq/llama3-70b,backcheck,0.9917034
procedural,groq/llama3-70b,backcheck,0.9838452
procedural,groq/llama3-70b,backcheck,0.9809723
procedural,groq/llama3-70b,backcheck,0.98528093
procedural,groq/llama3-70b,backcheck,0.97847414
procedural,groq/llama3-70b,backcheck,0.9737892
procedural,groq/llama3-70b,backcheck,0.9850239
procedural,groq/llama3-70b,backcheck,0.988329
procedural,groq/llama3-70b,backcheck,0.98957956
procedural,groq/llama3-70b,backcheck,0.9562302
procedural,groq/llama3-70b,backcheck,0.97783065
procedural,groq/llama3-70b,backcheck,0.94536245
procedural,groq/llama3-70b,backcheck,0.9659855
procedural,groq/llama3-70b,backcheck,0.94470334
procedural,groq/llama3-70b,backcheck,0.98897827
procedural,groq/llama3-70b,backcheck,0.95171285
procedural,groq/llama3-70b,backcheck,0.983737
procedural,groq/llama3-70b,backcheck,0.95207655
procedural,groq/llama3-70b,backcheck,0.9907869
procedural,groq/llama3-70b,backcheck,0.9701432
procedural,groq/llama3-70b,backcheck,0.9661976
procedural,groq/llama3-70b,backcheck,0.94806784
procedural,groq/llama3-70b,backcheck,0.9756217
procedural,groq/llama3-70b,backcheck,0.9749108
procedural,groq/llama3-70b,backcheck,0.98779243
procedural,groq/llama3-70b,backcheck,0.9447858
procedural,groq/llama3-70b,backcheck,0.96540314
procedural,groq/llama3-70b,backcheck,0.92193604
procedural,groq/llama3-70b,backcheck,0.95723027
procedural,groq/llama3-70b,backcheck,0.97808325
procedural,groq/llama3-70b,backcheck,0.93079966
procedural,groq/llama3-70b,backcheck,0.9673849
procedural,groq/llama3-70b,backcheck,0.96309054
procedural,gemini/gemini-pro,backcheck,0.9917034
procedural,gemini/gemini-pro,backcheck,0.9838452
procedural,gemini/gemini-pro,backcheck,0.9809723
procedural,gemini/gemini-pro,backcheck,0.98528093
procedural,gemini/gemini-pro,backcheck,0.97847414
procedural,gemini/gemini-pro,backcheck,0.9737892
procedural,gemini/gemini-pro,backcheck,0.9850239
procedural,gemini/gemini-pro,backcheck,0.988329
procedural,gemini/gemini-pro,backcheck,0.98957956
procedural,gemini/gemini-pro,backcheck,0.9562302
procedural,gemini/gemini-pro,backcheck,0.97783065
procedural,gemini/gemini-pro,backcheck,0.94536245
procedural,gemini/gemini-pro,backcheck,0.9659855
procedural,gemini/gemini-pro,backcheck,0.94470334
procedural,gemini/gemini-pro,backcheck,0.98897827
procedural,gemini/gemini-pro,backcheck,0.95171285
procedural,gemini/gemini-pro,backcheck,0.983737
procedural,gemini/gemini-pro,backcheck,0.95207655
procedural,gemini/gemini-pro,backcheck,0.9907869
procedural,gemini/gemini-pro,backcheck,0.9701432
procedural,gemini/gemini-pro,backcheck,0.9661976
procedural,gemini/gemini-pro,backcheck,0.94806784
procedural,gemini/gemini-pro,backcheck,0.9756217
procedural,gemini/gemini-pro,backcheck,0.9749108
procedural,gemini/gemini-pro,backcheck,0.98779243
procedural,gemini/gemini-pro,backcheck,0.9447858
procedural,gemini/gemini-pro,backcheck,0.96540314
procedural,gemini/gemini-pro,backcheck,0.92193604
procedural,gemini/gemini-pro,backcheck,0.95723027
procedural,gemini/gemini-pro,backcheck,0.97808325
procedural,gemini/gemini-pro,backcheck,0.93079966
procedural,gemini/gemini-pro,backcheck,0.9673849
procedural,gemini/gemini-pro,backcheck,0.96309054
procedural,mistral/mistral-small,backcheck,0.9917034
procedural,mistral/mistral-small,backcheck,0.9838452
procedural,mistral/mistral-small,backcheck,0.9809723
procedural,mistral/mistral-small,backcheck,0.98528093
procedural,mistral/mistral-small,backcheck,0.97847414
procedural,mistral/mistral-small,backcheck,0.9737892
procedural,mistral/mistral-small,backcheck,0.9850239
procedural,mistral/mistral-small,backcheck,0.988329
procedural,mistral/mistral-small,backcheck,0.98957956
procedural,mistral/mistral-small,backcheck,0.9562302
procedural,mistral/mistral-small,backcheck,0.97783065
procedural,mistral/mistral-small,backcheck,0.94536245
procedural,mistral/mistral-small,backcheck,0.9659855
procedural,mistral/mistral-small,backcheck,0.94470334
procedural,mistral/mistral-small,backcheck,0.98897827
procedural,mistral/mistral-small,backcheck,0.95171285
procedural,mistral/mistral-small,backcheck,0.983737
procedural,mistral/mistral-small,backcheck,0.95207655
procedural,mistral/mistral-small,backcheck,0.9907869
procedural,mistral/mistral-small,backcheck,0.9701432
procedural,mistral/mistral-small,backcheck,0.9661976
procedural,mistral/mistral-small,backcheck,0.94806784
